Episode ID,Episode Short Name,Clinical Chapter,Trigger Code Raw,Trigger Code,Code System (PACES),Match Score,NHSN Category,Long Description,Code Status,Has NHSN Long Description,CPT Codes,Procedure Code Descriptions
TP0059,Lung resection,Respiratory System,32657-32669,32662,CPT,1.0,THOR,"Thoracoscopy, surgical; with excision of mediastinal cyst, tumor, or mass",No change,True,32662,"Thoracoscopy, surgical; with excision of mediastinal cyst, tumor, or mass"
TP0059,Lung resection,Respiratory System,32657-32669,32663,CPT,1.0,THOR,"Thoracoscopy, surgical; with lobectomy (single lobe)",No change,True,32663,"Thoracoscopy, surgical; with lobectomy (single lobe)"
TP0059,Lung resection,Respiratory System,32657-32669,32666,CPT,1.0,THOR,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass, nodule), initial unilateral",No change,True,32666,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass, nodule), initial unilateral"
TP0059,Lung resection,Respiratory System,32657-32669,32667,CPT,1.0,THOR,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass or nodule), each No changeitional resection, ipsilateral (List separately in No changeition to code for primary procedure)",No change,True,32667,"Thoracoscopy, surgical; with therapeutic wedge resection (eg, mass or nodule), each No changeitional resection, ipsilateral (List separately in No changeition to code for primary procedure)"
TP0059,Lung resection,Respiratory System,32657-32669,32668,CPT,1.0,THOR,"Thoracoscopy, surgical; with diagnostic wedge resection followed by anatomic lung resection (List separately in No changeition to code for primary procedure)",No change,True,32668,"Thoracoscopy, surgical; with diagnostic wedge resection followed by anatomic lung resection (List separately in No changeition to code for primary procedure)"
TP0059,Lung resection,Respiratory System,32657-32669,32669,CPT,1.0,THOR,"Thoracoscopy, surgical; with removal of a single lung segment (segmentectomy)",No change,True,32669,"Thoracoscopy, surgical; with removal of a single lung segment (segmentectomy)"
TP0131,Cardiac catheterization,Circulatory System,36013,36013,CPT,1.0,,Introduction of catheter into right heart or main pulmonary artery,No change,True,36013,Introduction of catheter into right heart or main pulmonary artery
TP0131,Cardiac catheterization,Circulatory System,75750-75766,75756,CPT,1.0,,"Angiography of internal mammary artery, radiological supervision and interpretation",No change,True,75756,"Angiography of internal mammary artery, radiological supervision and interpretation"
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93451,CPT,1.0,,"Right heart catheterization including measurement of cardiac output, oxygen saturation, and blood pressures",No change,True,93451,"Right heart catheterization including measurement of cardiac output, oxygen saturation, and blood pressures"
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93452,CPT,1.0,,"Left heart catheterization with intraprocedural injection for left ventriculography, when performed",No change,True,93452,"Left heart catheterization with intraprocedural injection for left ventriculography, when performed"
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93453,CPT,1.0,,Combined right and left heart catheterization with intraprocedural injection for ventriculography,No change,True,93453,Combined right and left heart catheterization with intraprocedural injection for ventriculography
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93454,CPT,1.0,,Catheter placement in coronary artery for angiography without left heart catheterization,No change,True,93454,Catheter placement in coronary artery for angiography without left heart catheterization
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93455,CPT,1.0,,Catheter placement in coronary artery for angiography with injection for left ventriculography,No change,True,93455,Catheter placement in coronary artery for angiography with injection for left ventriculography
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93456,CPT,1.0,,Catheter placement for coronary angiography with right heart catheterization,No change,True,93456,Catheter placement for coronary angiography with right heart catheterization
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93457,CPT,1.0,,Catheter placement for coronary angiography with right heart catheterization and ventriculography,No change,True,93457,Catheter placement for coronary angiography with right heart catheterization and ventriculography
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93458,CPT,1.0,,Catheter placement for coronary angiography with left heart catheterization and ventriculography,No change,True,93458,Catheter placement for coronary angiography with left heart catheterization and ventriculography
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93459,CPT,1.0,,Catheter placement for coronary angiography with combined right and left heart catheterization,No change,True,93459,Catheter placement for coronary angiography with combined right and left heart catheterization
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93460,CPT,1.0,,Catheter placement for coronary angiography with right and left heart catheterization and ventriculography,No change,True,93460,Catheter placement for coronary angiography with right and left heart catheterization and ventriculography
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93461,CPT,1.0,,"Catheter placement for coronary angiography with right and left heart catheterization and ventriculography, combined",No change,True,93461,"Catheter placement for coronary angiography with right and left heart catheterization and ventriculography, combined"
TP0131,Cardiac catheterization,Circulatory System,93451-93462,93462,CPT,1.0,,Left heart catheterization by transseptal puncture through intact septum or by transapical approach,No change,True,93462,Left heart catheterization by transseptal puncture through intact septum or by transapical approach
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93501,CPT,1.0,,Right heart catheterization (historical code),No change,True,93501,Right heart catheterization (historical code)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93503,CPT,1.0,,Insertion of flow directed catheter for monitoring (Swan-Ganz),No change,True,93503,Insertion of flow directed catheter for monitoring (Swan-Ganz)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93505,CPT,1.0,,Endomyocardial biopsy,No change,True,93505,Endomyocardial biopsy
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93508,CPT,1.0,,Left heart catheterization with or without retrograde left ventriculography (historical),No change,True,93508,Left heart catheterization with or without retrograde left ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93510,CPT,1.0,,"Left heart catheterization, retrograde from aorta (historical)",No change,True,93510,"Left heart catheterization, retrograde from aorta (historical)"
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93511,CPT,1.0,,"Left heart catheterization, retrograde from brachial artery (historical)",No change,True,93511,"Left heart catheterization, retrograde from brachial artery (historical)"
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93514,CPT,1.0,,Left heart catheterization by transseptal approach (historical),No change,True,93514,Left heart catheterization by transseptal approach (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93524,CPT,1.0,,Combined right and left heart catheterization (historical),No change,True,93524,Combined right and left heart catheterization (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93526,CPT,1.0,,Combined right and left heart catheterization with left ventriculography (historical),No change,True,93526,Combined right and left heart catheterization with left ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93527,CPT,1.0,,Combined right and left heart catheterization with right ventriculography (historical),No change,True,93527,Combined right and left heart catheterization with right ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93528,CPT,1.0,,Combined right and left heart catheterization with right and left ventriculography (historical),No change,True,93528,Combined right and left heart catheterization with right and left ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93529,CPT,1.0,,Combined right and left heart catheterization with supravalvular aortography (historical),No change,True,93529,Combined right and left heart catheterization with supravalvular aortography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93530,CPT,1.0,,Right heart catheterization for congenital heart anomalies,No change,True,93530,Right heart catheterization for congenital heart anomalies
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93531,CPT,1.0,,"Right and left heart catheterization for congenital anomalies, combined",No change,True,93531,"Right and left heart catheterization for congenital anomalies, combined"
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93532,CPT,1.0,,Right and left heart catheterization for congenital anomalies with left ventriculography,No change,True,93532,Right and left heart catheterization for congenital anomalies with left ventriculography
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93533,CPT,1.0,,"Right and left heart catheterization for congenital anomalies with ventriculography, combined",No change,True,93533,"Right and left heart catheterization for congenital anomalies with ventriculography, combined"
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93536,CPT,1.0,,Injection during cardiac catheterization for cine/serial film imaging,No change,True,93536,Injection during cardiac catheterization for cine/serial film imaging
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93539,CPT,1.0,,Injection of contrast for selective opacification of coronary bypass grafts (historical),No change,True,93539,Injection of contrast for selective opacification of coronary bypass grafts (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93540,CPT,1.0,,Injection of contrast for selective opacification of native coronary arteries (historical),No change,True,93540,Injection of contrast for selective opacification of native coronary arteries (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93541,CPT,1.0,,Injection for pulmonary angiography (historical),No change,True,93541,Injection for pulmonary angiography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93542,CPT,1.0,,Injection for right ventriculography (historical),No change,True,93542,Injection for right ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93543,CPT,1.0,,Injection for left ventriculography (historical),No change,True,93543,Injection for left ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93544,CPT,1.0,,Injection for aortography (historical),No change,True,93544,Injection for aortography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93545,CPT,1.0,,Injection for selective coronary angiography (historical),No change,True,93545,Injection for selective coronary angiography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93555,CPT,1.0,,Imaging supervision and interpretation for cardiac catheterization (historical),No change,True,93555,Imaging supervision and interpretation for cardiac catheterization (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93556,CPT,1.0,,Imaging supervision for pulmonary angiography or aortography (historical),No change,True,93556,Imaging supervision for pulmonary angiography or aortography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93561,CPT,1.0,,Indicator dilution studies for cardiac output measurement (historical),No change,True,93561,Indicator dilution studies for cardiac output measurement (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93562,CPT,1.0,,"Indicator dilution studies for cardiac output, subsequent measurements (historical)",No change,True,93562,"Indicator dilution studies for cardiac output, subsequent measurements (historical)"
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93563,CPT,1.0,,Injection for selective coronary angiography during cardiac catheterization (historical),No change,True,93563,Injection for selective coronary angiography during cardiac catheterization (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93564,CPT,1.0,,Injection for selective opacification of aortocoronary bypass grafts (historical),No change,True,93564,Injection for selective opacification of aortocoronary bypass grafts (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93565,CPT,1.0,,Injection for selective left ventriculography (historical),No change,True,93565,Injection for selective left ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93566,CPT,1.0,,Injection for selective right ventriculography (historical),No change,True,93566,Injection for selective right ventriculography (historical)
TP0131,Cardiac catheterization,Circulatory System,93501-93567,93567,CPT,1.0,,Injection for supravalvular aortography (historical),No change,True,93567,Injection for supravalvular aortography (historical)
TP0134,CABG,Circulatory System,33510-33575,33510,CPT,1.0,CBGB,"Coronary artery bypass, vein only; single coronary venous graft",No change,True,33510,"Coronary artery bypass, vein only; single coronary venous graft"
TP0134,CABG,Circulatory System,33510-33575,33511,CPT,1.0,CBGB,"Coronary artery bypass, vein only; 2 coronary venous grafts",No change,True,33511,"Coronary artery bypass, vein only; 2 coronary venous grafts"
TP0134,CABG,Circulatory System,33510-33575,33512,CPT,1.0,CBGB,"Coronary artery bypass, vein only; 3 coronary venous grafts",No change,True,33512,"Coronary artery bypass, vein only; 3 coronary venous grafts"
TP0134,CABG,Circulatory System,33510-33575,33513,CPT,1.0,CBGB,"Coronary artery bypass, vein only; 4 coronary venous grafts",No change,True,33513,"Coronary artery bypass, vein only; 4 coronary venous grafts"
TP0134,CABG,Circulatory System,33510-33575,33514,CPT,1.0,CBGB,"Coronary artery bypass, vein only; 5 coronary venous grafts",No change,True,33514,"Coronary artery bypass, vein only; 5 coronary venous grafts"
TP0134,CABG,Circulatory System,33510-33575,33516,CPT,1.0,CBGB,"Coronary artery bypass, vein only; 6 or more coronary venous grafts",No change,True,33516,"Coronary artery bypass, vein only; 6 or more coronary venous grafts"
TP0134,CABG,Circulatory System,33510-33575,33533,CPT,1.0,CBGC,"Coronary artery bypass, using arterial graft(s); single arterial graft",No change,True,33533,"Coronary artery bypass, using arterial graft(s); single arterial graft"
TP0134,CABG,Circulatory System,33510-33575,33534,CPT,1.0,CBGC,"Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts",No change,True,33534,"Coronary artery bypass, using arterial graft(s); 2 coronary arterial grafts"
TP0134,CABG,Circulatory System,33510-33575,33535,CPT,1.0,CBGC,"Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts",No change,True,33535,"Coronary artery bypass, using arterial graft(s); 3 coronary arterial grafts"
TP0134,CABG,Circulatory System,33510-33575,33536,CPT,1.0,CBGC,"Coronary artery bypass, using arterial graft(s);  4 or more coronary arterial grafts",No change,True,33536,"Coronary artery bypass, using arterial graft(s);  4 or more coronary arterial grafts"
TP0134,CABG,Circulatory System,33510-33575,33542,CPT,1.0,CARD,"Myocardial resection (eg, ventricular aneurysmectomy)",No change,True,33542,"Myocardial resection (eg, ventricular aneurysmectomy)"
TP0134,CABG,Circulatory System,33510-33575,33545,CPT,1.0,CARD,"Repair of postinfarction ventricular septal defect, with or without myocardial resection ",No change,True,33545,"Repair of postinfarction ventricular septal defect, with or without myocardial resection "
TP0134,CABG,Circulatory System,33510-33575,33548,CPT,1.0,CARD,"Surgical ventricular restoration procedure, includes prosthetic patch, when performed (eg, ventricular remodeling, SVR, SAVER, Dor procedures)",No change,True,33548,"Surgical ventricular restoration procedure, includes prosthetic patch, when performed (eg, ventricular remodeling, SVR, SAVER, Dor procedures)"
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92920,CPT,1.0,,Percutaneous transluminal coronary angioplasty of single major coronary artery or branch,No change,True,92920,Percutaneous transluminal coronary angioplasty of single major coronary artery or branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92921,CPT,1.0,,Percutaneous transluminal coronary angioplasty of each additional branch of major coronary artery,No change,True,92921,Percutaneous transluminal coronary angioplasty of each additional branch of major coronary artery
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92924,CPT,1.0,,Percutaneous transluminal coronary atherectomy with angioplasty of single major coronary artery or branch,No change,True,92924,Percutaneous transluminal coronary atherectomy with angioplasty of single major coronary artery or branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92925,CPT,1.0,,Percutaneous transluminal coronary atherectomy with angioplasty of each additional branch,No change,True,92925,Percutaneous transluminal coronary atherectomy with angioplasty of each additional branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92928,CPT,1.0,,Percutaneous transcatheter placement of intracoronary stent in single major artery or branch,No change,True,92928,Percutaneous transcatheter placement of intracoronary stent in single major artery or branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92929,CPT,1.0,,Percutaneous transcatheter placement of intracoronary stent in each additional branch,No change,True,92929,Percutaneous transcatheter placement of intracoronary stent in each additional branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92933,CPT,1.0,,Percutaneous transluminal coronary atherectomy with stent placement in single major artery,No change,True,92933,Percutaneous transluminal coronary atherectomy with stent placement in single major artery
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92934,CPT,1.0,,Percutaneous transluminal coronary atherectomy with stent placement in each additional branch,No change,True,92934,Percutaneous transluminal coronary atherectomy with stent placement in each additional branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92937,CPT,1.0,,"Percutaneous transluminal revascularization of or through coronary artery bypass graft, single vessel",No change,True,92937,"Percutaneous transluminal revascularization of or through coronary artery bypass graft, single vessel"
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92938,CPT,1.0,,"Percutaneous transluminal revascularization of or through coronary bypass graft, each additional vessel",No change,True,92938,"Percutaneous transluminal revascularization of or through coronary bypass graft, each additional vessel"
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92941,CPT,1.0,,Percutaneous transluminal revascularization of acute total or subtotal occlusion during acute myocardial infarction,No change,True,92941,Percutaneous transluminal revascularization of acute total or subtotal occlusion during acute myocardial infarction
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92943,CPT,1.0,,Percutaneous transluminal revascularization of chronic total occlusion of coronary artery or branch,No change,True,92943,Percutaneous transluminal revascularization of chronic total occlusion of coronary artery or branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92944,CPT,1.0,,Percutaneous transluminal revascularization of chronic total occlusion of each additional coronary branch,No change,True,92944,Percutaneous transluminal revascularization of chronic total occlusion of each additional coronary branch
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92973,CPT,1.0,,Percutaneous transluminal coronary thrombectomy,No change,True,92973,Percutaneous transluminal coronary thrombectomy
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92974,CPT,1.0,,Transcatheter placement of radiation delivery device for coronary intravascular brachytherapy,No change,True,92974,Transcatheter placement of radiation delivery device for coronary intravascular brachytherapy
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92975,CPT,1.0,,Thrombolysis of coronary artery by intracoronary infusion including selective coronary angiography,No change,True,92975,Thrombolysis of coronary artery by intracoronary infusion including selective coronary angiography
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92977,CPT,1.0,,Thrombolysis of coronary artery by intravenous infusion,No change,True,92977,Thrombolysis of coronary artery by intravenous infusion
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92978,CPT,1.0,,"Intravascular ultrasound of coronary vessel during diagnostic evaluation and/or intervention, initial vessel",No change,True,92978,"Intravascular ultrasound of coronary vessel during diagnostic evaluation and/or intervention, initial vessel"
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92979,CPT,1.0,,"Intravascular ultrasound of coronary vessel, each additional vessel",No change,True,92979,"Intravascular ultrasound of coronary vessel, each additional vessel"
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92986,CPT,1.0,,Percutaneous balloon valvuloplasty of aortic valve,No change,True,92986,Percutaneous balloon valvuloplasty of aortic valve
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92987,CPT,1.0,,Percutaneous balloon valvuloplasty of mitral valve,No change,True,92987,Percutaneous balloon valvuloplasty of mitral valve
TP0138,Percutaneous cardiac intervention,Circulatory System,92920-92996,92990,CPT,1.0,,Percutaneous balloon valvuloplasty of pulmonary valve,No change,True,92990,Percutaneous balloon valvuloplasty of pulmonary valve
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33202,CPT,1.0,PACE,"Insertion of epicardial electrode(s); open incision (e.g., thoracotomy, median sternotomy, subxiphoid approach)",No change,True,33202,"Insertion of epicardial electrode(s); open incision (e.g., thoracotomy, median sternotomy, subxiphoid approach)"
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33203,CPT,1.0,PACE,"Insertion of epicardial electrode(s); endoscopic approach (e.g., thoracoscopy, pericardioscopy)",No change,True,33203,"Insertion of epicardial electrode(s); endoscopic approach (e.g., thoracoscopy, pericardioscopy)"
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33206,CPT,1.0,PACE,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial,No change,True,33206,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33207,CPT,1.0,PACE,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular,No change,True,33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33208,CPT,1.0,PACE,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial and ventricular,No change,True,33208,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial and ventricular 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33212,CPT,1.0,PACE,Insertion of pacemaker pulse generator only; with existing single lead,No change,True,33212,Insertion of pacemaker pulse generator only; with existing single lead 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33213,CPT,1.0,PACE,Insertion of pacemaker pulse generator only; with existing dual leads,No change,True,33213,Insertion of pacemaker pulse generator only; with existing dual leads 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33214,CPT,1.0,PACE,"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator) ",No change,True,33214,"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator) "
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33215,CPT,1.0,PACE,Repositioning of previously implanted transvenous pacemaker or implantable defibrillator (right atrial or right ventricular) electrode,No change,True,33215,Repositioning of previously implanted transvenous pacemaker or implantable defibrillator (right atrial or right ventricular) electrode
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33216,CPT,1.0,PACE,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator ",No change,True,33216,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator "
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33217,CPT,1.0,PACE,"Insertion of 2 transvenous electrodes, permanent pacemaker or implantable defibrillator ",No change,True,33217,"Insertion of 2 transvenous electrodes, permanent pacemaker or implantable defibrillator "
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33218,CPT,1.0,PACE,"Repair of single transvenous electrode, permanent pacemaker or implantable defibrillator ",No change,True,33218,"Repair of single transvenous electrode, permanent pacemaker or implantable defibrillator "
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33220,CPT,1.0,PACE,Repair of 2 transvenous electrodes for permanent pacemaker or implantable defibrillator,No change,True,33220,Repair of 2 transvenous electrodes for permanent pacemaker or implantable defibrillator 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33221,CPT,1.0,PACE,Insertion of pacemaker pulse generator only; with existing multiple leads,No change,True,33221,Insertion of pacemaker pulse generator only; with existing multiple leads 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33222,CPT,1.0,PACE,Relocation of skin pocket for pacemaker,No change,True,33222,Relocation of skin pocket for pacemaker 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33223,CPT,1.0,PACE,Relocation of skin pocket for implantable defibrillator,No change,True,33223,Relocation of skin pocket for implantable defibrillator 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33224,CPT,1.0,PACE,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",No change,True,33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)"
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33225,CPT,1.0,PACE,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator or pacemaker pulse generator (e.g., for upgrade to dual chamber system) (List separately in No changeition to code for primary procedure)",No change,True,33225,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator or pacemaker pulse generator (e.g., for upgrade to dual chamber system) (List separately in No changeition to code for primary procedure)"
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33226,CPT,1.0,PACE,"Repositioning of previously implanted cardiac venous system (left ventricular) electrode (including removal, insertion and/or replacement of existing generator)",No change,True,33226,"Repositioning of previously implanted cardiac venous system (left ventricular) electrode (including removal, insertion and/or replacement of existing generator)"
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33227,CPT,1.0,PACE,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system,No change,True,33227,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33228,CPT,1.0,PACE,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system,No change,True,33228,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system 
TP0143,Insertion of permanent pacemaker/AICD,Circulatory System,33200-33264,33229,CPT,1.0,PACE,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; multiple lead system,No change,True,33229,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; multiple lead system 
